0.000000000000000000e+00,4.650000000000000000e+02,5.040000000000000000e+02
1.000000000000000000e+00,1.348000000000000000e+03,1.350000000000000000e+03
2.000000000000000000e+00,3.130000000000000000e+03,3.140000000000000000e+03
3.000000000000000000e+00,3.521000000000000000e+03,3.529000000000000000e+03
4.000000000000000000e+00,4.079000000000000000e+03,4.086000000000000000e+03
5.000000000000000000e+00,4.198000000000000000e+03,4.318000000000000000e+03
6.000000000000000000e+00,4.447000000000000000e+03,4.477000000000000000e+03
7.000000000000000000e+00,4.789000000000000000e+03,4.928000000000000000e+03
8.000000000000000000e+00,5.120000000000000000e+03,5.285000000000000000e+03
9.000000000000000000e+00,5.425000000000000000e+03,6.066000000000000000e+03
1.000000000000000000e+01,6.244000000000000000e+03,6.750000000000000000e+03
1.100000000000000000e+01,6.873000000000000000e+03,7.418000000000000000e+03
1.200000000000000000e+01,7.536000000000000000e+03,8.074000000000000000e+03
1.300000000000000000e+01,8.203000000000000000e+03,8.211000000000000000e+03
1.400000000000000000e+01,1.169300000000000000e+04,1.395100000000000000e+04
1.500000000000000000e+01,1.406500000000000000e+04,1.417200000000000000e+04
1.600000000000000000e+01,1.428800000000000000e+04,1.445500000000000000e+04
1.700000000000000000e+01,2.282300000000000000e+04,2.331400000000000000e+04
1.800000000000000000e+01,2.343300000000000000e+04,2.371300000000000000e+04
1.900000000000000000e+01,2.417200000000000000e+04,2.419000000000000000e+04
2.000000000000000000e+01,2.437800000000000000e+04,2.438300000000000000e+04
2.100000000000000000e+01,2.582600000000000000e+04,2.715700000000000000e+04
2.200000000000000000e+01,2.728000000000000000e+04,2.741700000000000000e+04
2.300000000000000000e+01,2.752000000000000000e+04,2.793000000000000000e+04
2.400000000000000000e+01,2.804300000000000000e+04,2.861600000000000000e+04
2.500000000000000000e+01,2.875300000000000000e+04,2.940600000000000000e+04
2.600000000000000000e+01,2.952400000000000000e+04,3.128000000000000000e+04
2.700000000000000000e+01,4.200800000000000000e+04,4.780700000000000000e+04
2.800000000000000000e+01,5.550900000000000000e+04,5.757700000000000000e+04
2.900000000000000000e+01,6.198600000000000000e+04,6.199600000000000000e+04
3.000000000000000000e+01,6.382700000000000000e+04,6.383600000000000000e+04
3.100000000000000000e+01,6.529900000000000000e+04,6.531200000000000000e+04
3.200000000000000000e+01,6.548100000000000000e+04,6.551100000000000000e+04
3.300000000000000000e+01,6.659200000000000000e+04,6.661800000000000000e+04
3.400000000000000000e+01,6.775900000000000000e+04,6.778700000000000000e+04
3.500000000000000000e+01,6.799000000000000000e+04,6.864900000000000000e+04
