0.000000000000000000e+00,9.440000000000000000e+02,1.075000000000000000e+03
1.000000000000000000e+00,1.195000000000000000e+03,1.235000000000000000e+03
2.000000000000000000e+00,3.370000000000000000e+03,3.373000000000000000e+03
3.000000000000000000e+00,3.984000000000000000e+03,4.001000000000000000e+03
4.000000000000000000e+00,8.400000000000000000e+03,8.409000000000000000e+03
5.000000000000000000e+00,1.337100000000000000e+04,1.340500000000000000e+04
6.000000000000000000e+00,1.993000000000000000e+04,1.994100000000000000e+04
7.000000000000000000e+00,2.087900000000000000e+04,2.089400000000000000e+04
8.000000000000000000e+00,2.286600000000000000e+04,2.525400000000000000e+04
9.000000000000000000e+00,3.111400000000000000e+04,3.115000000000000000e+04
1.000000000000000000e+01,3.149500000000000000e+04,3.151500000000000000e+04
1.100000000000000000e+01,3.172800000000000000e+04,3.416400000000000000e+04
1.200000000000000000e+01,4.077200000000000000e+04,4.434000000000000000e+04
