0.000000000000000000e+00,1.160000000000000000e+02,2.490000000000000000e+02
1.000000000000000000e+00,1.220000000000000000e+03,1.443000000000000000e+03
2.000000000000000000e+00,4.879000000000000000e+03,4.881000000000000000e+03
3.000000000000000000e+00,8.111000000000000000e+03,8.112000000000000000e+03
4.000000000000000000e+00,1.070600000000000000e+04,1.072000000000000000e+04
5.000000000000000000e+00,1.505400000000000000e+04,1.507500000000000000e+04
6.000000000000000000e+00,1.811200000000000000e+04,1.824000000000000000e+04
7.000000000000000000e+00,1.845100000000000000e+04,1.845800000000000000e+04
8.000000000000000000e+00,1.869200000000000000e+04,1.870900000000000000e+04
9.000000000000000000e+00,1.992200000000000000e+04,1.992300000000000000e+04
1.000000000000000000e+01,2.008500000000000000e+04,2.011800000000000000e+04
1.100000000000000000e+01,2.065000000000000000e+04,2.076400000000000000e+04
1.200000000000000000e+01,2.208000000000000000e+04,2.208100000000000000e+04
1.300000000000000000e+01,2.255300000000000000e+04,2.255600000000000000e+04
