0.000000000000000000e+00,1.779007142857142867e+02
1.000000000000000000e+00,1.780123809523809655e+02
2.000000000000000000e+00,1.776983333333333235e+02
3.000000000000000000e+00,1.777854761904762029e+02
4.000000000000000000e+00,1.776340476190476068e+02
5.000000000000000000e+00,1.778992857142857247e+02
6.000000000000000000e+00,1.777042857142857031e+02
7.000000000000000000e+00,1.778292857142857031e+02
8.000000000000000000e+00,1.775561904761904657e+02
9.000000000000000000e+00,1.778183333333333280e+02
1.000000000000000000e+01,1.774709523809523830e+02
1.100000000000000000e+01,1.775916666666666686e+02
1.200000000000000000e+01,1.778564285714285802e+02
1.300000000000000000e+01,1.780680952380952249e+02
1.400000000000000000e+01,1.779964285714285666e+02
1.500000000000000000e+01,1.780907142857142844e+02
1.600000000000000000e+01,1.779897619047619060e+02
1.700000000000000000e+01,1.775873809523809541e+02
1.800000000000000000e+01,1.779126190476190459e+02
1.900000000000000000e+01,1.776983333333333235e+02
2.000000000000000000e+01,1.775790476190476284e+02
2.100000000000000000e+01,1.775969047619047672e+02
2.200000000000000000e+01,1.774780952380952499e+02
2.300000000000000000e+01,1.775807142857142935e+02
2.400000000000000000e+01,1.773635714285714187e+02
2.500000000000000000e+01,1.773488095238095354e+02
2.600000000000000000e+01,1.772892857142857110e+02
2.700000000000000000e+01,1.772033333333333474e+02
2.800000000000000000e+01,1.764257142857142924e+02
2.900000000000000000e+01,1.766038095238095309e+02
3.000000000000000000e+01,1.762780952380952328e+02
3.100000000000000000e+01,1.764676190476190527e+02
3.200000000000000000e+01,1.761333333333333258e+02
3.300000000000000000e+01,1.762659523809523705e+02
3.400000000000000000e+01,1.759828571428571422e+02
3.500000000000000000e+01,1.760404761904761983e+02
3.600000000000000000e+01,1.759178571428571445e+02
3.700000000000000000e+01,1.756750000000000114e+02
3.800000000000000000e+01,1.757866666666666617e+02
3.900000000000000000e+01,1.757257142857142753e+02
4.000000000000000000e+01,1.753904761904761926e+02
4.100000000000000000e+01,1.753759523809523841e+02
4.200000000000000000e+01,1.754940476190476204e+02
4.300000000000000000e+01,1.753919047619047547e+02
4.400000000000000000e+01,1.755176190476190357e+02
4.500000000000000000e+01,1.754866666666666788e+02
4.600000000000000000e+01,1.756121428571428567e+02
4.700000000000000000e+01,1.760159523809523705e+02
4.800000000000000000e+01,1.752473809523809507e+02
4.900000000000000000e+01,1.753216666666666583e+02
5.000000000000000000e+01,1.755111904761904782e+02
5.100000000000000000e+01,1.751821428571428498e+02
5.200000000000000000e+01,1.751114285714285757e+02
5.300000000000000000e+01,1.757316666666666549e+02
5.400000000000000000e+01,1.756207142857142856e+02
5.500000000000000000e+01,1.755080952380952510e+02
5.600000000000000000e+01,1.755116666666666561e+02
5.700000000000000000e+01,1.754704761904761767e+02
5.800000000000000000e+01,1.757554761904762017e+02
5.900000000000000000e+01,1.755230952380952374e+02
6.000000000000000000e+01,1.759135714285714300e+02
6.100000000000000000e+01,1.758197619047619185e+02
6.200000000000000000e+01,1.757092857142857270e+02
6.300000000000000000e+01,1.758342857142857270e+02
6.400000000000000000e+01,1.759916666666666742e+02
6.500000000000000000e+01,1.759014285714285677e+02
6.600000000000000000e+01,1.756547619047618980e+02
6.700000000000000000e+01,1.755630952380952294e+02
6.800000000000000000e+01,1.753471428571428703e+02
6.900000000000000000e+01,1.756519047619047740e+02
7.000000000000000000e+01,1.754390476190476136e+02
