,Channel1,Channel2,VoltNum,Trails,leftorright,miceStrain,miceNum,elePosition,ledNum,otherTags
135,0.44802576211177264,2.4299562887384503,3.10,1,left,thy1,26,C7,led3,1
136,0.6220431769652693,1.6930882475079951,3.10,2,left,thy1,26,C7,led3,1
137,0.36111254471344373,1.8421043896488207,3.10,3,left,thy1,26,C7,led3,1
138,0.73515528556224,2.643151371851333,3.20,1,left,thy1,26,C7,led3,1
139,0.46601859187275485,2.05664780242383,3.20,2,left,thy1,26,C7,led3,1
140,0.3951633289164665,2.016677250029015,3.20,3,left,thy1,26,C7,led3,1
141,0.7317437646291225,2.812871668250205,3.30,1,left,thy1,26,C7,led3,1
142,0.6957908687275329,2.46157191090962,3.30,2,left,thy1,26,C7,led3,1
143,0.6773800245369649,2.352957607850755,3.30,3,left,thy1,26,C7,led3,1
144,0.14512569186175003,0.006084796713330322,2.60,1,left,thy1,26,C7,led3,3
145,0.08831209952969019,0.008431026253213184,2.60,2,left,thy1,26,C7,led3,3
146,0.0742693025950296,0.004663464379486046,2.60,3,left,thy1,26,C7,led3,3
147,0.10291358999217279,0.18016429319267244,2.70,1,left,thy1,26,C7,led3,3
148,0.11643467544033623,0.12216704222758831,2.70,2,left,thy1,26,C7,led3,3
149,0.11471553125026734,0.12277167943507271,2.70,3,left,thy1,26,C7,led3,3
150,0.28279813268861526,0.383972966697191,2.80,1,left,thy1,26,C7,led3,3
151,0.26475954030961435,0.28577915238505336,2.80,2,left,thy1,26,C7,led3,3
152,0.2721616767080419,0.2818380033099133,2.80,3,left,thy1,26,C7,led3,3
153,0.35800403542403286,0.47834280938835416,2.90,1,left,thy1,26,C7,led3,3
154,0.35804083460539166,0.4310885433553556,2.90,2,left,thy1,26,C7,led3,3
155,0.28567888747474735,0.43151164232932365,2.90,3,left,thy1,26,C7,led3,3
156,0.9625477480147645,0.5968155287188572,3.00,1,left,thy1,26,C7,led3,3
157,0.6021892340034425,0.49244850805710255,3.00,2,left,thy1,26,C7,led3,3
158,0.5791416655105128,0.4995722185426331,3.00,3,left,thy1,26,C7,led3,3
159,1.3098556770767829,0.7145471586255912,3.10,1,left,thy1,26,C7,led3,3
160,0.917129421119461,0.5535526853311984,3.10,2,left,thy1,26,C7,led3,3
161,1.0864765606905784,0.5724892188816811,3.10,3,left,thy1,26,C7,led3,3
162,1.5473203193001437,0.7509565881602349,3.20,1,left,thy1,26,C7,led3,3
163,1.1985712429543531,0.607537583468642,3.20,2,left,thy1,26,C7,led3,3
164,1.1933392898845365,0.6017750375677845,3.20,3,left,thy1,26,C7,led3,3
165,1.7049741990771896,0.7361750679848715,3.30,1,left,thy1,26,C7,led3,3
166,1.2729264430607519,0.6493943066479012,3.30,2,left,thy1,26,C7,led3,3
167,1.0953596663323997,0.6460228986259309,3.30,3,left,thy1,26,C7,led3,3
168,0.4608668204009162,0.014919979888773216,2.60,1,left,thy1,26,C7,led1,1
169,0.2727543052282951,0.005442507322758229,2.60,2,left,thy1,26,C7,led1,1
170,0.14472579079303272,0.016962871902890527,2.60,3,left,thy1,26,C7,led1,1
171,0.04749556806013851,0.4571721170473053,2.70,1,left,thy1,26,C7,led1,1
172,0.0547503866806426,0.3858214596723626,2.70,2,left,thy1,26,C7,led1,1
173,0.2863455242202653,0.34861968602914767,2.70,3,left,thy1,26,C7,led1,1
174,0.16094349390418763,1.1879964598406865,2.80,1,left,thy1,26,C7,led1,1
175,0.14414051214104084,0.9498291562578083,2.80,2,left,thy1,26,C7,led1,1
176,0.13261354868900294,0.9596513669649293,2.80,3,left,thy1,26,C7,led1,1
177,0.2512095980924268,1.565613876837693,2.90,1,left,thy1,26,C7,led1,1
178,0.3641538789932881,1.303678103705654,2.90,2,left,thy1,26,C7,led1,1
179,0.27344780812916875,1.3085877089945086,2.90,3,left,thy1,26,C7,led1,1
180,0.783311958986088,2.1333554466363265,3.00,1,left,thy1,26,C7,led1,1
181,0.23457169488926244,1.5184970021344903,3.00,2,left,thy1,26,C7,led1,1
182,0.22829123714293348,1.4637352830925257,3.00,3,left,thy1,26,C7,led1,1
183,0.5689041936323164,2.364665402795169,3.10,1,left,thy1,26,C7,led1,1
184,0.333820026595889,1.5247754458587746,3.10,2,left,thy1,26,C7,led1,1
185,0.2268287364144182,1.6372382532186618,3.10,3,left,thy1,26,C7,led1,1
186,0.7286194379757884,2.632630189201285,3.20,1,left,thy1,26,C7,led1,1
187,0.576647213550201,2.100254048470607,3.20,2,left,thy1,26,C7,led1,1
188,0.7321869156806784,2.1039143251863,3.20,3,left,thy1,26,C7,led1,1
189,0.791708606188285,2.7947361849166783,3.30,1,left,thy1,26,C7,led1,1
190,0.5014417811156661,2.4035859165288116,3.30,2,left,thy1,26,C7,led1,1
191,0.5087533213259227,2.2893600953033784,3.30,3,left,thy1,26,C7,led1,1
192,0.14722711147768822,0.005887438488390228,2.60,1,left,thy1,26,C7,led3,2
193,0.1416484434383948,0.0058217502666791454,2.60,2,left,thy1,26,C7,led3,2
194,0.13961620639554553,0.005562919046709689,2.60,3,left,thy1,26,C7,led3,2
195,0.06723243939257309,0.22664827039284527,2.70,1,left,thy1,26,C7,led3,2
196,0.06680657095980888,0.2155229772046812,2.70,2,left,thy1,26,C7,led3,2
197,0.04901483692263165,0.1040459421217142,2.70,3,left,thy1,26,C7,led3,2
198,0.180909009856057,0.5688180710961591,2.80,1,left,thy1,26,C7,led3,2
199,0.15925843413613577,0.4014054112491822,2.80,2,left,thy1,26,C7,led3,2
200,0.18034608550384387,0.4160883212349139,2.80,3,left,thy1,26,C7,led3,2
201,0.0817419097526543,0.9020135557662048,2.90,1,left,thy1,26,C7,led3,2
202,0.09325601927102684,0.7855501184751592,2.90,2,left,thy1,26,C7,led3,2
203,0.11281624912121666,0.7259053335788644,2.90,3,left,thy1,26,C7,led3,2
204,0.4596707410834614,1.2163163595009459,3.00,1,left,thy1,26,C7,led3,2
205,0.2144995550711667,0.898274321114435,3.00,2,left,thy1,26,C7,led3,2
206,0.22126603128048722,0.9197631923725408,3.00,3,left,thy1,26,C7,led3,2
207,0.4881009146875034,1.3028779865758748,3.10,1,left,thy1,26,C7,led3,2
208,0.2104914845619389,0.9911009356793652,3.10,2,left,thy1,26,C7,led3,2
209,0.508927663961192,1.0586130663031528,3.10,3,left,thy1,26,C7,led3,2
210,0.6704919689623837,1.4400574155851311,3.20,1,left,thy1,26,C7,led3,2
211,0.5345174331102611,1.197417907112306,3.20,2,left,thy1,26,C7,led3,2
212,0.5303602656533251,1.1897711852972164,3.20,3,left,thy1,26,C7,led3,2
213,0.6369928409858522,1.4889732640101274,3.30,1,left,thy1,26,C7,led3,2
214,0.5854896810273391,1.2968059053663312,3.30,2,left,thy1,26,C7,led3,2
215,0.5503005577748885,1.300432198028846,3.30,3,left,thy1,26,C7,led3,2
216,0.0809546098400651,0.018196174734460287,2.60,1,left,thy1,26,C7,led7,2
217,0.07662985571158361,0.013560409218435258,2.60,2,left,thy1,26,C7,led7,2
218,0.07699541408595414,0.010139874885618107,2.60,3,left,thy1,26,C7,led7,2
219,0.1607056700087045,0.11107470240504795,2.70,1,left,thy1,26,C7,led7,2
220,0.07484800123610179,0.09566409142852976,2.70,2,left,thy1,26,C7,led7,2
221,0.0733848075089508,0.09740201573520481,2.70,3,left,thy1,26,C7,led7,2
222,0.06197957074100899,0.27252686133234905,2.80,1,left,thy1,26,C7,led7,2
223,0.06344106179219416,0.2673747943192809,2.80,2,left,thy1,26,C7,led7,2
224,0.032786602178339494,0.24734239208373066,2.80,3,left,thy1,26,C7,led7,2
225,0.07695634199109835,0.4580511644223786,2.90,1,left,thy1,26,C7,led7,2
226,0.06260104054270647,0.4007919643869363,2.90,2,left,thy1,26,C7,led7,2
227,0.054875001325145244,0.38089765568491135,2.90,3,left,thy1,26,C7,led7,2
228,0.08969004336408466,0.6066284403388286,3.00,1,left,thy1,26,C7,led7,2
229,0.09829842614280393,0.5988777724351114,3.00,2,left,thy1,26,C7,led7,2
230,0.08743316456060828,0.5581955705582352,3.00,3,left,thy1,26,C7,led7,2
231,0.16958706245937205,0.7927850362207484,3.10,1,left,thy1,26,C7,led7,2
232,0.16801814361769427,0.6918742971079315,3.10,2,left,thy1,26,C7,led7,2
233,0.16673966447455746,0.6748478239898207,3.10,3,left,thy1,26,C7,led7,2
234,0.4601895012528251,0.9624534761680795,3.20,1,left,thy1,26,C7,led7,2
235,0.14926404810728475,0.8651075319578706,3.20,2,left,thy1,26,C7,led7,2
236,0.15044092126768047,0.8598823701281556,3.20,3,left,thy1,26,C7,led7,2
237,0.5899097685872101,1.141153059591769,3.30,1,left,thy1,26,C7,led7,2
238,0.49745068580817403,1.0180755053645465,3.30,2,left,thy1,26,C7,led7,2
239,0.5533011112308869,1.072806123986575,3.30,3,left,thy1,26,C7,led7,2
240,0.039715336078973366,0.0020115404175534792,2.60,1,left,thy1,26,C7,led5,1
241,0.020973511010085565,0.00371461209973821,2.60,2,left,thy1,26,C7,led5,1
242,0.009776980450636883,0.004740202478094229,2.60,3,left,thy1,26,C7,led5,1
243,0.0966141318170448,0.049791768910593934,2.70,1,left,thy1,26,C7,led5,1
244,0.08989837802747744,0.052066676932631756,2.70,2,left,thy1,26,C7,led5,1
245,0.06265202457235489,0.02853402340467789,2.70,3,left,thy1,26,C7,led5,1
246,0.21454284073838326,0.15168291274964676,2.80,1,left,thy1,26,C7,led5,1
247,0.10015483597680684,0.13639253280699284,2.80,2,left,thy1,26,C7,led5,1
248,0.10990786179557148,0.1436828117959123,2.80,3,left,thy1,26,C7,led5,1
249,0.21349565109234,0.23105392225637944,2.90,1,left,thy1,26,C7,led5,1
250,0.08734262330800727,0.1989517010480473,2.90,2,left,thy1,26,C7,led5,1
251,0.10285761854570143,0.17856521779969137,2.90,3,left,thy1,26,C7,led5,1
252,0.10213468547663418,0.2870831006572872,3.00,1,left,thy1,26,C7,led5,1
253,0.1329458356713562,0.2455711373003974,3.00,2,left,thy1,26,C7,led5,1
254,0.07508482168198376,0.23916319871694358,3.00,3,left,thy1,26,C7,led5,1
255,0.1360022635253923,0.3071088452635481,3.10,1,left,thy1,26,C7,led5,1
256,0.1106299517024942,0.31043439741475565,3.10,2,left,thy1,26,C7,led5,1
257,0.10323314177790005,0.3151328596825964,3.10,3,left,thy1,26,C7,led5,1
258,0.7477846402850268,0.33748283853794914,3.20,1,left,thy1,26,C7,led5,1
259,0.3820049463963158,0.27706298309267585,3.20,2,left,thy1,26,C7,led5,1
260,0.10441121803978191,0.3270565634142545,3.20,3,left,thy1,26,C7,led5,1
261,0.9232104269864871,0.41677463872877096,3.30,1,left,thy1,26,C7,led5,1
262,0.48496829044358014,0.35235558743603895,3.30,2,left,thy1,26,C7,led5,1
263,0.5816909608679842,0.35043094669848146,3.30,3,left,thy1,26,C7,led5,1
264,0.07635268911289615,0.00825500928884061,2.60,1,left,thy1,26,C7,led7,3
265,0.050158474395250875,0.007179599748777038,2.60,2,left,thy1,26,C7,led7,3
266,0.0673158817795079,0.007222939446773878,2.60,3,left,thy1,26,C7,led7,3
267,0.2578088440877289,0.09915690592049652,2.70,1,left,thy1,26,C7,led7,3
268,0.2527554047509554,0.09944939354895488,2.70,2,left,thy1,26,C7,led7,3
269,0.25665191178086055,0.09333226518558516,2.70,3,left,thy1,26,C7,led7,3
270,0.42597390019442555,0.26915718107607933,2.80,1,left,thy1,26,C7,led7,3
271,0.41733288036778826,0.25725458407587304,2.80,2,left,thy1,26,C7,led7,3
272,0.39067560338034263,0.24766373148786885,2.80,3,left,thy1,26,C7,led7,3
273,0.8131773665305927,0.25495801055305156,2.90,1,left,thy1,26,C7,led7,3
274,0.7571592331635506,0.254618153330932,2.90,2,left,thy1,26,C7,led7,3
275,0.7322192439125643,0.25562042598834067,2.90,3,left,thy1,26,C7,led7,3
276,1.1243695394075777,0.3028814341936688,3.00,1,left,thy1,26,C7,led7,3
277,1.0536684559418514,0.278050328321857,3.00,2,left,thy1,26,C7,led7,3
278,1.1221362237603545,0.2931760451643196,3.00,3,left,thy1,26,C7,led7,3
279,1.1713438078223528,0.40469756704259374,3.10,1,left,thy1,26,C7,led7,3
280,1.1356376125369512,0.33538671733965425,3.10,2,left,thy1,26,C7,led7,3
281,1.0802899137573136,0.32732323296738347,3.10,3,left,thy1,26,C7,led7,3
282,1.190032025077355,0.48022803752968857,3.20,1,left,thy1,26,C7,led7,3
283,1.1323040129812667,0.38395449942150045,3.20,2,left,thy1,26,C7,led7,3
284,1.1165871359578459,0.39485553534688783,3.20,3,left,thy1,26,C7,led7,3
285,1.0852352662232332,0.5473151151020412,3.30,1,left,thy1,26,C7,led7,3
286,1.2650288681825843,0.4377356387083589,3.30,2,left,thy1,26,C7,led7,3
287,1.294858048786623,0.457749713907932,3.30,3,left,thy1,26,C7,led7,3
288,0.10778745923112658,0.006846865717451381,2.60,1,left,thy1,26,C7,led7,1
289,0.40605987286497797,0.02799713808797627,2.60,2,left,thy1,26,C7,led7,1
290,0.13953996841066166,0.00537779266910292,2.60,3,left,thy1,26,C7,led7,1
291,0.06986603890969077,0.07002513506083562,2.70,1,left,thy1,26,C7,led7,1
292,0.08389534708051188,0.037844255269654396,2.70,2,left,thy1,26,C7,led7,1
293,0.058153061213350794,0.03766780596768101,2.70,3,left,thy1,26,C7,led7,1
294,0.1678545991060353,0.17962566040990752,2.80,1,left,thy1,26,C7,led7,1
295,0.14982997861682879,0.16859872600482076,2.80,2,left,thy1,26,C7,led7,1
296,0.11523148383725358,0.1659909240170055,2.80,3,left,thy1,26,C7,led7,1
297,0.1526901115592797,0.2843697973447644,2.90,1,left,thy1,26,C7,led7,1
298,0.1286969089957183,0.2316773484793731,2.90,2,left,thy1,26,C7,led7,1
299,0.1383597435628379,0.21981183923301856,2.90,3,left,thy1,26,C7,led7,1
300,0.16630201802137667,0.3347127225412681,3.00,1,left,thy1,26,C7,led7,1
301,0.2739491394185583,0.31039785100555595,3.00,2,left,thy1,26,C7,led7,1
302,0.13885111386985738,0.30218834583835674,3.00,3,left,thy1,26,C7,led7,1
303,0.32702883623442164,0.3750832079658675,3.10,1,left,thy1,26,C7,led7,1
304,0.21234184952868848,0.3207209669683272,3.10,2,left,thy1,26,C7,led7,1
305,0.26424597764494784,0.3507031774990376,3.10,3,left,thy1,26,C7,led7,1
306,0.6180823373466644,0.3810724219143942,3.20,1,left,thy1,26,C7,led7,1
307,0.20010260353546186,0.36519131120689446,3.20,2,left,thy1,26,C7,led7,1
308,0.2650762596053254,0.3552476231913332,3.20,3,left,thy1,26,C7,led7,1
309,0.8075685547180647,0.4667645567679735,3.30,1,left,thy1,26,C7,led7,1
310,0.5863399289795006,0.38827473582943633,3.30,2,left,thy1,26,C7,led7,1
311,0.40644900665600386,0.3859578831212525,3.30,3,left,thy1,26,C7,led7,1
312,0.2037324219050968,0.01041815165829871,2.60,1,left,thy1,26,C7,led5,3
313,0.09171267254603518,0.005534899052706795,2.60,2,left,thy1,26,C7,led5,3
314,0.09578156639132762,0.0054145054404022355,2.60,3,left,thy1,26,C7,led5,3
315,0.06795299619027245,0.06554265054590937,2.70,1,left,thy1,26,C7,led5,3
316,0.06268917883710194,0.06851201791434752,2.70,2,left,thy1,26,C7,led5,3
317,0.1249852264578729,0.06452487389050414,2.70,3,left,thy1,26,C7,led5,3
318,0.3803546683449276,0.19669934271498637,2.80,1,left,thy1,26,C7,led5,3
319,0.34107698777125073,0.14833840112532753,2.80,2,left,thy1,26,C7,led5,3
320,0.3359967550112257,0.1674674842949773,2.80,3,left,thy1,26,C7,led5,3
321,0.5259878814505539,0.29817345168955023,2.90,1,left,thy1,26,C7,led5,3
322,0.5063961571083972,0.27391214274760056,2.90,2,left,thy1,26,C7,led5,3
323,0.48683556713809134,0.2700653926907339,2.90,3,left,thy1,26,C7,led5,3
324,1.1486253125271328,0.28074590884166417,3.00,1,left,thy1,26,C7,led5,3
325,1.0251702139412573,0.24681263190560615,3.00,2,left,thy1,26,C7,led5,3
326,1.099985628269291,0.26410588677122565,3.00,3,left,thy1,26,C7,led5,3
327,1.0940200246132945,0.34011841078999067,3.10,1,left,thy1,26,C7,led5,3
328,1.1649118355882118,0.3150572021428639,3.10,2,left,thy1,26,C7,led5,3
329,1.2005744991411755,0.29930649957114724,3.10,3,left,thy1,26,C7,led5,3
330,1.1136298586666753,0.39831105323841215,3.20,1,left,thy1,26,C7,led5,3
