交易号,商家订单号,交易创建时间,付款时间,最近修改时间,交易来源地,类型,交易对方,商品名称,金额,收/支,交易状态,服务费,成功退款,备注,资金状态
"2019101622001137815704156237	","T200P667047489426781724	",2019/10/16 15:36,2019/10/16 15:36,2019/10/26 15:38,淘宝        ,支付宝担保交易         ,xuxuguang926    ,圆孔2.54mm 单排90&deg;弯针排母 1*40P 圆形母座 针长9.7mm 塑高3mm,16.49,支出      ,交易成功    ,0,0,                    ,已支出      
"2019081922001137810540456190	","T200P585728995589781724	",2019/8/19 17:48,2019/8/19 17:48,2019/8/30 9:18,淘宝        ,支付宝担保交易         ,圣吉利旗舰店          ,3K全碳纤维板材加工碳纤维CNC定制0.2/0.5/1/1.5/2/3/4/5/6/20mm,16.8,支出      ,交易成功    ,0,0,                    ,已支出      
"2019030422001137811021611588	","T200P366349602753781724	",2019/3/4 17:11,2019/3/4 17:11,2019/3/5 22:07,淘宝        ,支付宝担保交易         ,碧灵灯具旗舰店         ,t2 紫铜板 红铜板 纯铜板 diy 铜片 铜块0.5 1.0 1.5mm 零切 加工,18,支出      ,交易成功    ,0,0,                    ,已支出      
"2019081522001437810514057954	","15658549814902042237810	",2019/8/15 15:43,2019/8/15 15:43,2019/8/15 15:43,其他（包括阿里巴巴和外部商家）,即时到账交易          ,水晶拉丝店           ,商品                  ,18,支出      ,交易成功    ,0,0,                    ,已支出      
"2019051622001137811038784294	","T200P445986338282781724	",2019/5/16 17:54,2019/5/16 17:54,2019/5/22 8:58,淘宝        ,支付宝担保交易         ,口香糖数码           ,5032 12m 16mhz无源晶振20M 24M 25mhz 27m 8M贴片2脚晶振10m,18.2,支出      ,交易成功    ,0,0,                    ,已支出      
"2019030522001137811021755320	","T200P367580227381781724	",2019/3/5 15:46,2019/3/5 15:46,2019/3/15 16:52,淘宝        ,支付宝担保交易         ,绿联数码旗舰店         ,绿联安卓数据线高速快充手机充电器micro usb通用华为mate8vivo闪充x21x20小米红米note4x5加,19.8,支出      ,交易成功    ,0,0,                    ,已支出      
"2019041922001137811031791993	","T200P415595331269781724	",2019/4/19 16:00,2019/4/19 16:00,2019/4/29 16:20,淘宝        ,支付宝担保交易         ,蓝田旗舰店           ,AB胶黑色环氧树脂胶 粘金属塑料陶瓷木材石材环氧树脂强力AB胶水,20,支出      ,交易成功    ,0,0,                    ,已支出      
"2019061922001437811048420369	","JLCPay20190619011071	",2019/6/19 20:59,2019/6/19 20:59,2019/9/20 20:59,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,20,支出      ,交易成功    ,0,0,                    ,已支出      
"2019061322001437811046745530	","JLCPay20190613004329	",2019/6/13 13:30,2019/6/13 13:30,2019/9/14 13:31,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,20,支出      ,交易成功    ,0,0,                    ,已支出      
"2019072222001137810508544800	","T200P548256577451781724	",2019/7/22 12:15,2019/7/22 12:15,2019/7/31 21:12,淘宝        ,支付宝担保交易         ,15070418544yhp  ,维修佬主板洗板水环保无铅PCB线路板清洗液松香助焊清洗剂包邮,20.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2019062122001437810500985279	","JLCPay20190621009087	",2019/6/21 17:06,2019/6/21 17:06,2019/9/22 17:06,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,23,支出      ,交易成功    ,0,0,                    ,已支出      
"2019062122001437810597443057	","JLCPay20190621006632	",2019/6/21 15:34,2019/6/21 15:34,2019/9/22 15:34,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,23,支出      ,交易成功    ,0,0,                    ,已支出      
"2019061422001437811046861134	","JLCPay20190614004007	",2019/6/14 12:49,2019/6/14 12:49,2019/9/15 12:49,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,23,支出      ,交易成功    ,0,0,                    ,已支出      
"2019042222001137811032384936	","T200P419324803278781724	",2019/4/22 15:33,2019/4/22 15:33,2019/5/2 15:46,淘宝        ,支付宝担保交易         ,柳弋数码专营店         ,24V1A电源适配器1000mA按摩器甩脂机瘦身腰带LED台灯吸尘器扫地机人加湿器充电线DC24伏开关通用0.5A0,23.8,支出      ,交易成功    ,0,0,                    ,已支出      
"2019051622001137811038997398	","T200P446246146287781724	",2019/5/16 21:49,2019/5/16 21:50,2019/5/22 8:58,淘宝        ,支付宝担保交易         ,迷尚淘数码专营店        ,纽扣电池 3V CR1220 直径12MM 卧式 同边带两引脚 插脚 焊接式,24,支出      ,交易成功    ,0,0,                    ,已支出      
"2019060422001137811044230748	","T200P472544291440781724	",2019/6/4 0:26,2019/6/4 0:26,2019/6/14 13:50,淘宝        ,支付宝担保交易         ,深圳市新佰利科技有限公司    ,锡立得 smt贴片维修LED 低温焊接锡膏 针筒焊锡膏bga植锡浆含银,25,支出      ,交易成功    ,0,0,                    ,已支出      
"2019070822001137811050575000	","T200P522159457551781724	",2019/7/8 23:12,2019/7/8 23:12,2019/7/19 17:23,淘宝        ,支付宝担保交易         ,利涛数码专营店         ,利涛|贴片铝电解电容 16V470UF 8*10.2 （10只） 等多件,29,支出      ,交易成功    ,0,0,                    ,已支出      
"2019030422001137811021747956	","T200P365810304459781724	",2019/3/4 17:12,2019/3/4 17:12,2019/3/15 15:37,淘宝        ,支付宝担保交易         ,tb821776_2010   ,304不锈钢冲孔板金属圆孔网钢板网阳台防盗网垫板粉碎机筛网 筛片,30,支出      ,交易成功    ,0,0,                    ,已支出      
"2019090222001437810541157427	","JLCPay20190902008608	",2019/9/2 16:44,2019/9/2 16:44,2019/9/2 16:44,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,31,支出      ,交易成功    ,0,0,                    ,已支出      
"2019032222001137811025872184	","T200P284883916330781724	",2019/3/22 15:25,2019/3/22 15:26,2019/4/1 15:44,淘宝        ,支付宝担保交易         ,陈美端00           ,CH443K SC70-6 丝印43 WCH 南京沁恒 1 单刀双掷低阻模拟开关芯片,32,支出      ,交易成功    ,0,0,                    ,已支出      
"2019101722001137815705416061	","T200P668431265431781724	",2019/10/17 15:48,2019/10/17 15:48,2019/10/27 19:10,淘宝        ,支付宝担保交易         ,再生的人            ,送饲养礼包仓鼠笼小仓鼠笼苹果笼水晶宫殿仓鼠笼子仓鼠用品,32,支出      ,交易成功    ,0,0,                    ,已支出      
"2019061722001437811047804392	","JLCPay20190617009218	",2019/6/17 16:55,2019/6/17 16:55,2019/9/18 16:55,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,35,支出      ,交易成功    ,0,0,                    ,已支出      
"2019101722001137815705588724	","T200P668431265430781724	",2019/10/17 15:48,2019/10/17 15:48,2019/10/27 16:58,淘宝        ,支付宝担保交易         ,wangjinfacai    ,爱丽丝仓鼠便携笼子盒子随身手提外带笼外出提笼包小号透明房子思,35.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2019051622001137811038949082	","T200P445704160587781724	",2019/5/16 23:46,2019/5/16 23:46,2019/5/22 8:58,淘宝        ,支付宝担保交易         ,telesky旗舰店      ,TELESKY MC74HC4051 74HC4051D  SOP 模拟开关 IC 芯片 (2个),36.4,支出      ,交易成功    ,0,0,                    ,已支出      
"2019103022001437810524805631	","JLCPay20191030001746	",2019/10/30 10:13,2019/10/30 10:13,2019/10/30 10:13,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,37,支出      ,交易成功    ,0,0,                    ,已支出      
"2019042222001137811032445140	","T200P417922432738781724	",2019/4/22 9:04,2019/4/22 9:04,2019/5/2 10:12,淘宝        ,支付宝担保交易         ,家勋家居专营店         ,美国GE玻璃胶防水透明防霉瓷白厨卫马桶中性环保密封胶无需胶枪,38,支出      ,交易成功    ,0,0,                    ,已支出      
"2019110622001437810550696862	","JLCPay20191106012741	",2019/11/6 21:49,2019/11/6 21:49,2019/11/6 21:49,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,38,支出      ,交易成功    ,0,0,                    ,已支出      
"2019072722001137810556681310	","T200P555224544821781724	",2019/7/27 16:45,2019/7/27 16:46,2019/7/31 21:11,淘宝        ,支付宝担保交易         ,游龙一生vip82       ,可调微调可变电容7pF/10pF/20pF/30pF/40pF/45pF/60pF/100pF,39,支出      ,交易成功    ,0,0,                    ,已支出      
"2019053022001137811042636439	","T200P464222210056781724	",2019/5/30 15:57,2019/5/30 15:57,2019/6/12 20:48,淘宝        ,支付宝担保交易         ,silang110592    ,pcb打样 加急 双面电路板生产 PCB板制作 fpc柔性板软板排线打样,40,支出      ,交易成功    ,0,0,                    ,已支出      
"2019061422001437811046871673	","JLCPay20190614006584	",2019/6/14 15:24,2019/6/14 15:24,2019/9/15 15:24,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,40,支出      ,交易成功    ,0,0,                    ,已支出      
"2019101622001137815704547797	","T200P667047489427781724	",2019/10/16 15:36,2019/10/16 15:36,2019/10/26 17:42,淘宝        ,支付宝担保交易         ,质高商品城           ,1x40P单排圆孔排针排母 2*40P双排 间距2.54mm单双排针母座 (5条) 等多件,40,支出      ,交易成功    ,0,0,                    ,已支出      
"2019071722001437811052471080	","JLCPay20190717005495	",2019/7/17 14:40,2019/7/17 14:40,2019/10/18 14:40,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,43,支出      ,交易成功    ,0,0,                    ,已支出      
"2019082222001437810567000462	","OTN19082202545      	",2019/8/22 14:25,2019/8/22 14:25,2019/8/22 14:25,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市立创电子商务有限公司   ,SO1908221994        ,47.1,支出      ,交易成功    ,0,0,                    ,已支出      
"2019011122001137810526794722	","T200P263052653452781724	",2019/1/11 9:44,2019/1/11 9:44,2019/1/19 7:53,淘宝        ,支付宝担保交易         ,天使范旗舰店          ,白大褂男长袖医生服男冬装白大衣短袖实验服学生护士服医生工作服,49,支出      ,交易成功    ,0,0,                    ,已支出      
"2019030522001137811021758868	","T200P367154947532781724	",2019/3/5 9:27,2019/3/5 9:27,2019/3/17 21:22,淘宝        ,支付宝担保交易         ,中台电子            ,厂家直销 贴片LED 1608 0603红外发射管 940nm红外发射接收管,50,支出      ,交易成功    ,0,0,                    ,已支出      
"2019082422001437810583244756	","OTN19082402793      	",2019/8/24 20:37,2019/8/24 20:37,2019/8/24 20:37,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市立创电子商务有限公司   ,SO1908242126        ,56.01,支出      ,交易成功    ,0,0,                    ,已支出      
"2019110822001137815727396365	","T200P699593537742781724	",2019/11/8 9:54,2019/11/8 9:54,2019/11/11 15:21,淘宝        ,支付宝担保交易         ,tb0220889       ,磁吸充电宝顶针2*3.5 探针 测试针 充电针天线针 磁吸充电探针2*5,58,支出      ,交易成功    ,0,0,                    ,已支出      
"2019042322001137811032560830	","T200P420682691050781724	",2019/4/23 16:59,2019/4/23 17:01,2019/5/3 17:29,淘宝        ,支付宝担保交易         ,芯科泰             ,一对多装饰灯无线供电无线充电模块XKT801-05,60,支出      ,交易成功    ,0,0,                    ,已支出      
"2019032822001137811027032788	","T200P287640910675781724	",2019/3/28 16:37,2019/3/28 16:37,2019/4/5 5:28,淘宝        ,支付宝担保交易         ,lxdwxl          ,0603封装 贴片光敏电阻 一盘起0.48 环保型光敏传感器 GB3-8060,66,支出      ,交易成功    ,0,0,                    ,已支出      
"2019032822001137811027035894	","T200P287905647295781724	",2019/3/28 16:38,2019/3/28 16:39,2019/4/5 5:28,淘宝        ,支付宝担保交易         ,胜利仪器商城          ,胜利正品数字万用表VC921高精度数显多用表 便携式袖珍迷你万能表,66,支出      ,交易成功    ,0,0,                    ,已支出      
"2019083122001137810530108126	","T200P601897123774781724	",2019/8/31 15:04,2019/8/31 15:10,2019/9/10 16:00,淘宝        ,支付宝担保交易         ,独白纳             ,小体积锂电池3.7v大容量蓝牙耳机3D眼镜手环手表自拍杆铁将军包邮,69.8,支出      ,交易成功    ,0,0,                    ,已支出      
"2019032822001137811027064269	","T200P287901903246781724	",2019/3/28 16:30,2019/3/28 16:30,2019/4/7 17:25,淘宝        ,支付宝担保交易         ,芯科泰             ,带防异物功能 锂电池 动力电池 汽车专用300V无线充电IC  XKT-R2,70,支出      ,交易成功    ,0,0,                    ,已支出      
"2019101622001137815704328226	","T200P667047489420781724	",2019/10/16 15:36,2019/10/16 15:36,2019/10/26 15:39,淘宝        ,支付宝担保交易         ,深圳市科展伟业电子企业店    ,1.27MM间距 双排直插排针立式贴片排母 2*3/4/5/6/8/10/15/20/40P 等多件,71.8,支出      ,交易成功    ,0,0,                    ,已支出      
"2019041222001137811030295503	","T200P406810370248781724	",2019/4/12 10:03,2019/4/12 10:03,2019/4/22 13:44,淘宝        ,支付宝担保交易         ,yihua旗舰店        ,YIHUA 环保烙铁头 黑金刚烙铁头 内热式烙铁头 936烙铁头通用,73,支出      ,交易成功    ,0,0,                    ,已支出      
"2019102622001437810509730454	","JLCPay20191026008869	",2019/10/26 21:19,2019/10/26 21:19,2019/10/26 21:19,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,74,支出      ,交易成功    ,0,0,                    ,已支出      
"2019102622001437810509516557	","JLCPay20191026008866	",2019/10/26 21:13,2019/10/26 21:13,2019/10/26 21:13,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,74,支出      ,交易成功    ,0,0,                    ,已支出      
"2019030822001137811022817789	","T200P371983810580781724	",2019/3/8 20:44,2019/3/8 21:50,2019/3/20 14:56,淘宝        ,支付宝担保交易         ,tb727084_99     ,耐高温石英片石英玻璃片圆片方片透明石英玻璃耐高温光学镜片定制,75,支出      ,交易成功    ,0,0,                    ,已支出      
"2019091722001437810517383000	","JLCPay20190917003412	",2019/9/17 11:13,2019/9/17 11:13,2019/9/17 11:13,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,75,支出      ,交易成功    ,0,0,                    ,已支出      
"2019091622001437810516695327	","JLCPay20190916012614	",2019/9/16 17:35,2019/9/16 17:35,2019/9/16 17:35,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,75,支出      ,交易成功    ,0,0,                    ,已支出      
"2019091622001437811054726451	","JLCPay20190916001410	",2019/9/16 9:49,2019/9/16 9:49,2019/9/16 9:49,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,75,支出      ,交易成功    ,0,0,                    ,已支出      
"2019082622001437810595095665	","JLCPay20190826008819	",2019/8/26 17:07,2019/8/26 17:07,2019/8/26 17:07,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,75,支出      ,交易成功    ,0,0,                    ,已支出      
"2019102622001437810509362082	","OTN19102603192      	",2019/10/26 21:26,2019/10/26 21:26,2019/10/26 21:26,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市立创电子商务有限公司   ,SO1910262365        ,78.68,支出      ,交易成功    ,0,0,                    ,已支出      
"2019042222001137811032341594	","T200P417922432737781724	",2019/4/22 9:04,2019/4/22 9:04,2019/5/2 13:10,淘宝        ,支付宝担保交易         ,小鹿52019941      ,原装进口3M DP810胶水 丙烯酸结构胶 金属不锈钢铝铁板粘合剂,80,支出      ,交易成功    ,0,0,                    ,已支出      
"2019073122001437810582554191	","OTN19073100393      	",2019/7/31 9:00,2019/7/31 9:00,2019/11/1 9:00,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市立创电子商务有限公司   ,SO190731337         ,80.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2019043022001137811034484239	","T200P428361569908781724	",2019/4/30 14:46,2019/4/30 14:46,2019/5/5 21:41,淘宝        ,支付宝担保交易         ,3m联成专卖店         ,3M 9322口罩防粉尘防雾霾防汽车柴油车尾气防油烟二手烟带呼吸阀,90,支出      ,交易成功    ,0,0,                    ,已支出      
"2019041922001137811031808322	","T200P415635427088781724	",2019/4/19 16:33,2019/4/19 16:33,2019/4/29 17:03,淘宝        ,支付宝担保交易         ,芯科泰             ,一对多装饰灯无线供电无线充电模块XKT801-05,90,支出      ,交易成功    ,0,0,                    ,已支出      
"2019061422001437811047130966	","OTN19061402419      	",2019/6/14 14:13,2019/6/14 14:14,2019/9/15 14:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市立创电子商务有限公司   ,SO1906141754        ,95.39,支出      ,交易成功    ,0,0,                    ,已支出      
"2019082722001137810599325072	","T200P596634432352781724	",2019/8/27 21:26,2019/8/27 21:31,2019/9/10 22:38,淘宝        ,支付宝担保交易         ,深圳好卖电子          ,3.7V聚合物锂电池芯  351417蓝牙耳机电池200mah大容量小体积电芯,98,支出      ,交易成功    ,0,0,                    ,已支出      
"2019053022001137811043058085	","T200P464989059924781724	",2019/5/30 23:59,2019/5/30 23:59,2019/6/10 19:03,淘宝        ,支付宝担保交易         ,硕方兄弟            ,硕方标签打印机线缆网线机房不干胶手持标签机贴纸防水小型99元,99,支出      ,交易成功    ,0,0,                    ,已支出      
"2019053122001437811043160259	","OTN19053106037      	",2019/5/31 22:31,2019/5/31 22:32,2019/9/1 22:32,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市立创电子商务有限公司   ,SO1905314591        ,100.88,支出      ,交易成功    ,0,0,                    ,已支出      
"2019110422001437810539777680	","OTN19110403249      	",2019/11/4 15:06,2019/11/4 15:06,2019/11/4 15:06,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市立创电子商务有限公司   ,SO1911042375        ,101.2,支出      ,交易成功    ,0,0,                    ,已支出      
"2019072922001437810570938755	","JLCPay20190729010309	",2019/7/29 17:44,2019/7/29 17:44,2019/10/30 17:44,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市嘉立创科技发展有限公司  ,498940A             ,105,支出      ,交易成功    ,0,0,                    ,已支出      
"2019062722001137810538720782	","T200P507074114159781724	",2019/6/27 19:37,2019/6/27 19:38,2019/7/8 8:52,淘宝        ,支付宝担保交易         ,世联配件总汇          ,昂杰通用3.7v锂电池超长待机蓝牙耳机电池小体积大容量可换式内置 等多件,106,支出      ,交易成功    ,0,0,                    ,已支出      
"2019051522001137811038321665	","T200P301244175170781724	",2019/5/15 14:07,2019/5/15 14:07,2019/5/16 10:09,淘宝        ,支付宝担保交易         ,发的感觉了           ,PW0316 蓝牙模块 BLE4.0 DA14580芯片 串,106.62,支出      ,交易成功    ,0,0,                    ,已支出      
"2019053122001137811042940913	","T200P465139523418781724	",2019/5/31 8:59,2019/5/31 8:59,2019/6/10 16:50,淘宝        ,支付宝担保交易         ,动因本二班           ,JLINK V9 仿真下载器STM32 ARM单片机 开发板烧录V8调试编程器,108,支出      ,交易成功    ,0,0,                    ,已支出      
"2019040822001137811029733113	","T200P402920610701781724	",2019/4/8 20:53,2019/4/8 20:54,2019/4/19 8:52,淘宝        ,支付宝担保交易         ,芯科泰             ,4.2V电池微小产品无线充电模块无线供电模块芯片方案XKT-R02,110,支出      ,交易成功    ,0,0,                    ,已支出      
"2019090322001437810545666932	","OTN19090301193      	",2019/9/3 10:55,2019/9/3 10:55,2019/9/3 10:55,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市立创电子商务有限公司   ,SO1909031026        ,110.97,支出      ,交易成功    ,0,0,                    ,已支出      
"2019052922001137811042305972	","T200P463319267496781724	",2019/5/29 15:35,2019/5/29 15:39,2019/6/8 16:18,淘宝        ,支付宝担保交易         ,鹏为物联科技          ,PW0316 蓝牙模块 BLE4.0 DA14580芯片 串口透传 超小封装超低功耗,112,        ,交易成功    ,0,0,                    ,         
"2019092722001437810586398036	","OTN19092707401      	",2019/9/27 22:33,2019/9/27 22:33,2019/9/27 22:33,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市立创电子商务有限公司   ,SO1909275660        ,119.48,支出      ,交易成功    ,0,0,                    ,已支出      
"2019062722001137810537423321	","T200P506002401333781724	",2019/6/27 9:48,2019/6/27 9:57,2019/7/19 19:23,淘宝        ,支付宝担保交易         ,深圳好卖电子          ,聚合物锂电池芯 3.7V400811蓝牙耳机电池15mah内置充电电池,120,支出      ,交易成功    ,0,0,                    ,已支出      
"2019051522001137811038411708	","T200P300801997534781724	",2019/5/15 14:39,2019/5/15 14:39,2019/5/22 8:58,淘宝        ,支付宝担保交易         ,usrcn           ,有人工业级蓝牙模块无线串口小体积低功耗TTL 4.2主从一体BLE103 等多件,122,支出      ,交易成功    ,0,0,                    ,已支出      
"2019051322001137811037803767	","T200P299671629188781724	",2019/5/13 16:59,2019/5/13 16:59,2019/5/17 9:15,淘宝        ,支付宝担保交易         ,telesky旗舰店      ,TELESKY LM393P LM393 DIP-8 IC 芯片双路差动电压比较器(10个) 等多件,125.95,支出      ,交易成功    ,0,0,                    ,已支出      
"2019030322001137811021356005	","T200P364803201286781724	",2019/3/3 13:51,2019/3/3 13:55,2019/3/13 15:12,淘宝        ,支付宝担保交易         ,绿联数码旗舰店         ,绿联usb分线器一拖四hub带电源集线器一拖七电脑多接口usb3.0转接头多功能扩展器笔记本拓展外接usb扩展口,128,支出      ,交易成功    ,0,0,                    ,已支出      
"2019091022001137811053538556	","T200P617249570764781724	",2019/9/10 13:59,2019/9/10 13:59,2019/9/20 14:18,淘宝        ,支付宝担保交易         ,wxxmickey       ,DFRduino Nano 控制器 3.0 ATmega328 兼容Arduino Nano 等多件,134,支出      ,交易成功    ,0,0,                    ,已支出      
"2019011722001137811012091624	","T200P267539503589781724	",2019/1/17 13:24,2019/1/17 13:29,2019/1/27 14:39,淘宝        ,支付宝担保交易         ,芯科泰             ,4.2V电池微小产品无线充电模块无线供电模块芯片方案XKT-R02,143,支出      ,交易成功    ,0,0,                    ,已支出      
"2019041522001137811031118412	","T200P410856866359781724	",2019/4/15 18:54,2019/4/15 18:54,2019/4/26 8:50,淘宝        ,支付宝担保交易         ,诚信198555        ,眼外科显微镊子双眼皮有齿脂肪镊平台镊眼用镊整形不锈钢手术工具 等多件,150,支出      ,交易成功    ,0,0,                    ,已支出      
"2019032222001137811025811096	","T200P284770220633781724	",2019/3/22 10:52,2019/3/22 10:53,2019/4/1 11:39,淘宝        ,支付宝担保交易         ,芯科泰             ,4.2V电池微小产品无线充电模块无线供电模块芯片方案XKT-R02,150,支出      ,交易成功    ,0,0,                    ,已支出      
"2019053122001137811043066839	","T200P465044480634781724	",2019/5/31 21:39,2019/5/31 21:40,2019/6/12 20:53,淘宝        ,支付宝担保交易         ,silang110592    ,pcb打样 加急 双面电路板生产 PCB板制作 fpc柔性板软板排线打样,151,支出      ,交易成功    ,0,0,                    ,已支出      
"2019053022001137811042718905	","T200P464105763386781724	",2019/5/30 9:45,2019/5/30 10:16,2019/6/10 20:46,淘宝        ,支付宝担保交易         ,silang110592    ,pcb打样 加急 双面电路板生产 PCB板制作 fpc柔性板软板排线打样,151,支出      ,交易成功    ,0,0,                    ,已支出      
"2019052922001137811042180480	","T200P462622977070781724	",2019/5/29 14:40,2019/5/29 14:41,2019/6/9 21:08,淘宝        ,支付宝担保交易         ,silang110592    ,pcb打样 加急 双面电路板生产 PCB板制作 fpc柔性板软板排线打样,151,支出      ,交易成功    ,0,0,                    ,已支出      
"2019052122001137811040077208	","T200P452512418751781724	",2019/5/21 13:24,2019/5/21 13:25,2019/6/1 20:57,淘宝        ,支付宝担保交易         ,silang110592    ,pcb打样 加急 双面电路板生产 PCB板制作 fpc柔性板软板排线打样,156,支出      ,交易成功    ,0,0,                    ,已支出      
"2019051022001137811037177118	","T200P298425999868781724	",2019/5/10 17:58,2019/5/10 18:22,2019/5/17 9:15,淘宝        ,支付宝担保交易         ,telesky旗舰店      ,【TELESKY】集成电路 ATmega328P-AU TQFP-32 微控制器 IC 芯片 等多件,164.53,支出      ,交易成功    ,0,0,                    ,已支出      
"2019092722001437810577149652	","OTN19092702863      	",2019/9/27 14:00,2019/9/27 14:00,2019/9/27 14:00,其他（包括阿里巴巴和外部商家）,即时到账交易          ,深圳市立创电子商务有限公司   ,SO1909272169        ,168.4,支出      ,交易成功    ,0,0,                    ,已支出      
