0.000000000000000000e+00,2.300000000000000000e+01,2.400000000000000000e+01
1.000000000000000000e+00,1.530000000000000000e+02,1.550000000000000000e+02
2.000000000000000000e+00,1.910000000000000000e+02,1.920000000000000000e+02
3.000000000000000000e+00,4.820000000000000000e+02,4.930000000000000000e+02
4.000000000000000000e+00,5.730000000000000000e+02,5.740000000000000000e+02
5.000000000000000000e+00,6.230000000000000000e+02,7.330000000000000000e+02
6.000000000000000000e+00,8.650000000000000000e+02,8.680000000000000000e+02
7.000000000000000000e+00,9.000000000000000000e+02,1.024000000000000000e+03
8.000000000000000000e+00,1.053000000000000000e+03,1.098000000000000000e+03
9.000000000000000000e+00,1.128000000000000000e+03,1.140000000000000000e+03
1.000000000000000000e+01,1.181000000000000000e+03,1.199000000000000000e+03
1.100000000000000000e+01,1.230000000000000000e+03,1.232000000000000000e+03
1.200000000000000000e+01,1.413000000000000000e+03,1.506000000000000000e+03
1.300000000000000000e+01,1.577000000000000000e+03,1.580000000000000000e+03
1.400000000000000000e+01,1.623000000000000000e+03,1.624000000000000000e+03
1.500000000000000000e+01,1.652000000000000000e+03,1.760000000000000000e+03
1.600000000000000000e+01,1.864000000000000000e+03,1.982000000000000000e+03
1.700000000000000000e+01,2.162000000000000000e+03,2.242000000000000000e+03
1.800000000000000000e+01,2.360000000000000000e+03,2.523000000000000000e+03
1.900000000000000000e+01,2.641000000000000000e+03,2.745000000000000000e+03
2.000000000000000000e+01,2.851000000000000000e+03,2.992000000000000000e+03
2.100000000000000000e+01,3.018000000000000000e+03,3.177000000000000000e+03
2.200000000000000000e+01,3.230000000000000000e+03,3.233000000000000000e+03
2.300000000000000000e+01,3.451000000000000000e+03,3.500000000000000000e+03
2.400000000000000000e+01,3.592000000000000000e+03,3.754000000000000000e+03
2.500000000000000000e+01,3.926000000000000000e+03,3.949000000000000000e+03
2.600000000000000000e+01,3.977000000000000000e+03,3.986000000000000000e+03
2.700000000000000000e+01,4.019000000000000000e+03,4.019000000000000000e+03
2.800000000000000000e+01,4.142000000000000000e+03,4.155000000000000000e+03
2.900000000000000000e+01,4.183000000000000000e+03,4.240000000000000000e+03
3.000000000000000000e+01,4.266000000000000000e+03,4.267000000000000000e+03
3.100000000000000000e+01,4.299000000000000000e+03,4.329000000000000000e+03
3.200000000000000000e+01,4.356000000000000000e+03,4.398000000000000000e+03
3.300000000000000000e+01,4.458000000000000000e+03,4.485000000000000000e+03
3.400000000000000000e+01,4.620000000000000000e+03,4.621000000000000000e+03
3.500000000000000000e+01,4.652000000000000000e+03,4.653000000000000000e+03
3.600000000000000000e+01,4.679000000000000000e+03,4.686000000000000000e+03
3.700000000000000000e+01,4.714000000000000000e+03,4.745000000000000000e+03
3.800000000000000000e+01,4.857000000000000000e+03,4.858000000000000000e+03
3.900000000000000000e+01,4.897000000000000000e+03,4.996000000000000000e+03
4.000000000000000000e+01,5.024000000000000000e+03,5.058000000000000000e+03
4.100000000000000000e+01,5.143000000000000000e+03,5.145000000000000000e+03
4.200000000000000000e+01,5.186000000000000000e+03,5.187000000000000000e+03
4.300000000000000000e+01,5.216000000000000000e+03,5.234000000000000000e+03
4.400000000000000000e+01,5.448000000000000000e+03,5.451000000000000000e+03
4.500000000000000000e+01,5.479000000000000000e+03,5.527000000000000000e+03
4.600000000000000000e+01,5.558000000000000000e+03,5.614000000000000000e+03
4.700000000000000000e+01,5.641000000000000000e+03,5.714000000000000000e+03
4.800000000000000000e+01,5.813000000000000000e+03,5.813000000000000000e+03
4.900000000000000000e+01,5.894000000000000000e+03,5.894000000000000000e+03
5.000000000000000000e+01,6.119000000000000000e+03,6.119000000000000000e+03
5.100000000000000000e+01,6.644000000000000000e+03,6.646000000000000000e+03
5.200000000000000000e+01,6.714000000000000000e+03,6.741000000000000000e+03
5.300000000000000000e+01,6.827000000000000000e+03,6.828000000000000000e+03
