0.000000000000000000e+00,2.216380952380952465e+02
1.000000000000000000e+00,2.215664285714285597e+02
2.000000000000000000e+00,2.216628571428571490e+02
3.000000000000000000e+00,2.214838095238095264e+02
4.000000000000000000e+00,2.217680952380952419e+02
5.000000000000000000e+00,2.216747619047619082e+02
6.000000000000000000e+00,2.212973809523809621e+02
7.000000000000000000e+00,2.214614285714285700e+02
8.000000000000000000e+00,2.215500000000000114e+02
9.000000000000000000e+00,2.211659523809523762e+02
1.000000000000000000e+01,2.212130952380952351e+02
1.100000000000000000e+01,2.211007142857142753e+02
1.200000000000000000e+01,2.208873809523809655e+02
1.300000000000000000e+01,2.206178571428571331e+02
1.400000000000000000e+01,2.207333333333333201e+02
1.500000000000000000e+01,2.205359523809523807e+02
1.600000000000000000e+01,2.206164285714285711e+02
1.700000000000000000e+01,2.207676190476190357e+02
1.800000000000000000e+01,2.201888095238095104e+02
1.900000000000000000e+01,2.201588095238095377e+02
2.000000000000000000e+01,2.201942857142857122e+02
2.100000000000000000e+01,2.199838095238095264e+02
2.200000000000000000e+01,2.201571428571428442e+02
2.300000000000000000e+01,2.200207142857142912e+02
2.400000000000000000e+01,2.201083333333333201e+02
2.500000000000000000e+01,2.201511904761904646e+02
2.600000000000000000e+01,2.204240476190476272e+02
2.700000000000000000e+01,2.202735714285714153e+02
2.800000000000000000e+01,2.199871428571428567e+02
2.900000000000000000e+01,2.199035714285714391e+02
3.000000000000000000e+01,2.202100000000000080e+02
3.100000000000000000e+01,2.200102380952380940e+02
3.200000000000000000e+01,2.202061904761904714e+02
3.300000000000000000e+01,2.200459523809523716e+02
3.400000000000000000e+01,2.204766666666666595e+02
3.500000000000000000e+01,2.206330952380952510e+02
3.600000000000000000e+01,2.201769047619047512e+02
3.700000000000000000e+01,2.201616666666666617e+02
3.800000000000000000e+01,2.202450000000000045e+02
3.900000000000000000e+01,2.201947619047619185e+02
4.000000000000000000e+01,2.204095238095238187e+02
4.100000000000000000e+01,2.206223809523809507e+02
4.200000000000000000e+01,2.207188095238095116e+02
4.300000000000000000e+01,2.205300000000000011e+02
4.400000000000000000e+01,2.207292857142857088e+02
4.500000000000000000e+01,2.206721428571428589e+02
4.600000000000000000e+01,2.207899999999999920e+02
4.700000000000000000e+01,2.206990476190476329e+02
4.800000000000000000e+01,2.207664285714285768e+02
4.900000000000000000e+01,2.205259523809523898e+02
