0.000000000000000000e+00,1.110000000000000000e+02,1.110000000000000000e+02
1.000000000000000000e+00,1.067000000000000000e+03,1.074000000000000000e+03
2.000000000000000000e+00,1.220000000000000000e+03,1.445000000000000000e+03
3.000000000000000000e+00,2.313000000000000000e+03,2.327000000000000000e+03
4.000000000000000000e+00,3.318000000000000000e+03,3.325000000000000000e+03
5.000000000000000000e+00,3.874000000000000000e+03,3.874000000000000000e+03
6.000000000000000000e+00,4.336000000000000000e+03,4.474000000000000000e+03
7.000000000000000000e+00,4.871000000000000000e+03,4.887000000000000000e+03
8.000000000000000000e+00,5.844000000000000000e+03,5.850000000000000000e+03
9.000000000000000000e+00,5.972000000000000000e+03,5.992000000000000000e+03
1.000000000000000000e+01,6.293000000000000000e+03,6.296000000000000000e+03
1.100000000000000000e+01,7.077000000000000000e+03,7.102000000000000000e+03
1.200000000000000000e+01,8.091000000000000000e+03,8.116000000000000000e+03
1.300000000000000000e+01,9.691000000000000000e+03,9.705000000000000000e+03
1.400000000000000000e+01,1.053800000000000000e+04,1.055500000000000000e+04
1.500000000000000000e+01,1.070500000000000000e+04,1.072300000000000000e+04
1.600000000000000000e+01,1.114700000000000000e+04,1.123600000000000000e+04
1.700000000000000000e+01,1.340100000000000000e+04,1.341700000000000000e+04
1.800000000000000000e+01,1.403900000000000000e+04,1.404200000000000000e+04
1.900000000000000000e+01,1.506200000000000000e+04,1.507600000000000000e+04
2.000000000000000000e+01,1.806200000000000000e+04,1.825500000000000000e+04
2.100000000000000000e+01,1.843800000000000000e+04,1.846600000000000000e+04
2.200000000000000000e+01,1.868400000000000000e+04,1.870500000000000000e+04
2.300000000000000000e+01,1.900100000000000000e+04,1.900700000000000000e+04
2.400000000000000000e+01,1.953400000000000000e+04,1.953700000000000000e+04
2.500000000000000000e+01,1.972600000000000000e+04,1.974900000000000000e+04
2.600000000000000000e+01,2.008000000000000000e+04,2.013400000000000000e+04
2.700000000000000000e+01,2.062600000000000000e+04,2.099400000000000000e+04
2.800000000000000000e+01,2.123600000000000000e+04,2.126900000000000000e+04
2.900000000000000000e+01,2.173400000000000000e+04,2.174200000000000000e+04
3.000000000000000000e+01,2.207100000000000000e+04,2.209200000000000000e+04
3.100000000000000000e+01,2.242000000000000000e+04,2.244500000000000000e+04
3.200000000000000000e+01,2.254600000000000000e+04,2.257100000000000000e+04
3.300000000000000000e+01,3.115400000000000000e+04,3.115600000000000000e+04
3.400000000000000000e+01,3.232600000000000000e+04,3.234100000000000000e+04
3.500000000000000000e+01,4.530700000000000000e+04,4.533800000000000000e+04
3.600000000000000000e+01,4.551200000000000000e+04,4.556300000000000000e+04
