0.000000000000000000e+00,9.700000000000000000e+01,1.200000000000000000e+02
1.000000000000000000e+00,5.760000000000000000e+02,6.640000000000000000e+02
2.000000000000000000e+00,1.066000000000000000e+03,1.067000000000000000e+03
3.000000000000000000e+00,1.461000000000000000e+03,1.463000000000000000e+03
4.000000000000000000e+00,2.351000000000000000e+03,2.357000000000000000e+03
5.000000000000000000e+00,2.706000000000000000e+03,2.737000000000000000e+03
6.000000000000000000e+00,3.334000000000000000e+03,3.376000000000000000e+03
7.000000000000000000e+00,3.960000000000000000e+03,4.004000000000000000e+03
8.000000000000000000e+00,4.160000000000000000e+03,4.178000000000000000e+03
9.000000000000000000e+00,5.210000000000000000e+03,5.214000000000000000e+03
1.000000000000000000e+01,5.327000000000000000e+03,5.332000000000000000e+03
1.100000000000000000e+01,9.992000000000000000e+03,1.001200000000000000e+04
1.200000000000000000e+01,2.997300000000000000e+04,2.998100000000000000e+04
1.300000000000000000e+01,3.239600000000000000e+04,3.246400000000000000e+04
1.400000000000000000e+01,3.786900000000000000e+04,3.787700000000000000e+04
1.500000000000000000e+01,5.544100000000000000e+04,5.547200000000000000e+04
1.600000000000000000e+01,5.848700000000000000e+04,5.849100000000000000e+04
